session,project_code,session_message,session_note,event_date,event_date_(pst),event_site,life_stage,brood_year,migration_year,spawn_year,release_site,rkm_mask,rkm_ext,release_temp,release_date,release_date_(pst),tagger,organization,capture_method,mark_method,mark_temp,hold_temp,file_title,species,hatchery_site,run,stock,rearing_type,raceway/transect,close_date
GAA-2021-223-002,GAA,S.F. Salmon day 1,NA,8/11/2021 6:00,8/11/2021 5:00,SALRSF,Juvenile,NA,2022,NA,SALRSF,522.303.215.118,NA,17.5,8/11/2021 13:00,8/11/2021 12:00,ARIOUS V,NMFS,SHOCK,HAND,15,NA,gaa-2021-223-002.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2021-224-001,GAA,SF Salmon day 2,NA,8/12/2021 6:00,8/12/2021 5:00,SALRSF,Juvenile,NA,2022,NA,SALRSF,522.303.215.118,NA,16,8/12/2021 10:00,8/12/2021 9:00,ARIOUS V,NMFS,SHOCK,HAND,12.5,NA,gaa-2021-224-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2022-207-001,GAA,24hr hold,NA,7/26/2022 7:00,7/26/2022 6:00,SALRSF,Juvenile,NA,2023,NA,SALRSF,522.303.215.118,NA,13.5,7/27/2022 10:15,7/27/2022 9:15,ARIOUS V,NMFS,SHOCK,HAND,11,NA,gaa-2022-207-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2022-207-002,GAA,NA,NA,7/26/2022 7:00,7/26/2022 6:00,SALRSF,Juvenile,NA,2023,NA,SALRSF,522.303.215.118,NA,13.5,7/27/2022 10:20,7/27/2022 9:20,ARIOUS V,NMFS,SHOCK,HAND,11,NA,gaa-2022-207-002.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2022-208-001,GAA,Beach seine fish,NA,7/26/2022 7:00,7/26/2022 6:00,SALRSF,Juvenile,NA,2023,NA,SALRSF,522.303.215.118,NA,13.5,7/27/2022 10:20,7/27/2022 9:20,ARIOUS V,NMFS,BSEINE,HAND,11,NA,gaa-2022-208-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2022-208-002,GAA,eshock,NA,7/26/2022 7:00,7/26/2022 6:00,SALRSF,Juvenile,NA,2023,NA,SALRSF,522.303.215.118,NA,13.5,7/27/2022 10:20,7/27/2022 9:20,ARIOUS V,NMFS,SHOCK,HAND,11,NA,gaa-2022-208-002.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2023-213-001,GAA,Day 2,NA,8/1/2023 8:00,8/1/2023 7:00,SALRSF,Juvenile,NA,2024,NA,SALRSF,522.303.215.118,NA,17,8/1/2023 13:10,8/1/2023 12:10,ARIOUS V,NMFS,SHOCK,HAND,11,NA,gaa-2023-213-001.csv,NA,NA,NA,NA,NA,NA,NA
NA,SA,NA,NA,8/15/1992 10:11,NA,SALRSF,NA,91,93,NA,SALRSF,522.303.319.215,112,NA,8/15/1992 12:00,NA,ACHORD S,NMFS,SHOCK,HAND,15,15.5,SA92228.SF2,1,,1,,W,,8/15/1992 11:33
NA,SA,NA,NA,8/15/1992 11:34,NA,SALRSF,NA,91,93,NA,SALRSF,522.303.319.215,113,NA,8/15/1992 12:45,NA,ACHORD S,NMFS,SHOCK,HAND,15.5,15.5,SA92228.SF3,1,,1,,W,,8/15/1992 13:12
NA,SA,NA,NA,8/15/1992 13:13,NA,SALRSF,NA,91,93,NA,SALRSF,522.303.319.215,113,NA,8/16/1992 9:30,NA,MARSH D,NMFS,SHOCK,HAND,15.5,16,SA92228.SF4,1,,1,,W,,8/15/1992 14:17
NA,SA,NA,NA,8/28/1989 8:51,NA,SECESR,NA,88,90,NA,SECESR,522.303.215,59,13,NA,NA,STEVE ACHORD,NMFS,BSEINE,AUTO,7,NA,SA89240.SE1,1,NA,2,NA,W,NA,8/28/1989 10:44
NA,SA,NA,NA,8/28/1989 10:50,NA,SECESR,NA,88,90,NA,SECESR,522.303.215,59,13,8/28/1989 15:30,NA,STEVE ACHORD,NMFS,BSEINE,AUTO,9,NA,SA89240.SE2,1,NA,2,NA,W,NA,8/28/1989 15:04
NA,SA,NA,NA,8/29/1989 7:47,NA,SECESR,NA,88,90,NA,SECESR,522.303.215,59,11,8/29/1989 12:30,NA,STEVE ACHORD,NMFS,BSEINE,AUTO,7,NA,SA89241.SE1,1,NA,2,NA,W,NA,8/29/1989 12:03
NA,SA,NA,NA,8/28/1995 8:12,NA,SECESR,NA,94,96,NA,SECESR,522.303.215.059,25,NA,8/29/1995 7:15,NA,ACHORD S,NMFS,SHOCK,HAND,9,11.5,SA95240.SE1,1,NA,2,NA,W,NA,8/28/1995 9:47
NA,SA,NA,NA,8/26/1996 9:47,NA,SECESR,NA,95,97,NA,SECESR,522.303.215.059,25,NA,8/27/1996 8:15,NA,EPPARD B,NMFS,SHOCK,HAND,8.5,11.5,SA96239.SE1,NA,NA,NA,NA,NA,NA,8/26/1996 12:28
NA,SA,NA,NA,8/12/1997 10:42,NA,SECESR,NA,96,98,NA,SECESR,522.303.215.059,25,NA,8/13/1997 6:45,NA,MCINTYRE K,NMFS,SHOCK,HAND,9,11.5,SA97224.SE1,NA,NA,NA,NA,NA,NA,8/12/1997 12:15
NA,SA,NA,NA,8/12/1997 12:16,NA,SECESR,NA,96,98,NA,SECESR,522.303.215.059,25,NA,8/13/1997 7:30,NA,MCINTYRE K,NMFS,SHOCK,HAND,11.5,12,SA97224.SE2,NA,NA,NA,NA,NA,NA,8/12/1997 12:59
NA,SA,NA,NA,8/26/1998 8:52,NA,SECESR,NA,97,99,NA,SECESR,522.303.215.059,25,NA,8/27/1998 7:35,NA,ACHORD S,NMFS,SHOCK,HAND,8.5,9,SA98238.SE1,NA,NA,NA,NA,NA,NA,8/26/1998 9:41
NA,SA,NA,NA,8/23/1999 7:14,NA,SECESR,NA,98,0,NA,SECESR,522.303.215.059,25,NA,8/24/1999 7:15,NA,ACHORD S,NMFS,SHOCK,HAND,10,NA,SA99235.SE1,NA,,NA,,NA,,9/3/1999 12:07
NA,SA,NA,NA,8/24/2000 7:40,NA,SECESR,NA,99,1,NA,SECESR,522.303.215.059,25,NA,8/25/2000 7:00,NA,ACHORD S,NMFS,SHOCK,HAND,12,NA,SA00237.SE1,NA,,NA,,NA,,8/30/2000 10:52
NA,SA,NA,NA,8/24/2000 11:33,NA,SECESR,NA,99,1,NA,SECESR,522.303.215.059,25,NA,8/25/2000 9:00,NA,ACHORD S,NMFS,SHOCK,HAND,12,NA,SA00237.SE2,NA,,NA,,NA,,8/30/2000 10:47
NA,SA,NA,NA,8/24/2001 7:53,NA,SECESR,NA,0,2,NA,SECESR,522.303.215.059,25,NA,8/25/2001 7:00,NA,MCINTYRE K,NMFS,SHOCK,HAND,9,9,SA01236.SE1,NA,,NA,,NA,,8/24/2001 8:38
NA,SA,NA,NA,8/28/2003 6:43,NA,SECESR,NA,2,4,NA,SECESR,522.303.215.059,25,NA,8/29/2003 5:25,NA,ACHORD S,NMFS,SHOCK,HAND,10.5,11,SA03240.SE1,NA,,NA,,NA,,8/28/2003 7:50
NA,SA,NA,NA,8/20/2009 9:37,NA,SECESR,NA,8,10,NA,SECESR,522.303.215.059,25,NA,8/20/2009 12:30,NA,ACHORD S,NMFS,SHOCK,HAND,11,14,SA09232.SE2,NA,,NA,,NA,,8/20/2009 12:03
NA,SA,NA,NA,8/27/2010 7:04,NA,SECESR,NA,9,11,NA,SECESR,522.303.215.059,25,NA,8/28/2010 5:15,NA,ACHORD S,NMFS,SHOCK,HAND,10,10,SA10239.SE1,NA,,NA,,NA,,8/27/2010 8:15
GAA-2025-219-001,GAA,Secesh NPT Collection,NA,8/7/2025 8:00,8/7/2025 7:00,SECESR,Juvenile,NA,2026,NA,SECESR,522.303.215.059,25,11,8/7/2025 10:00,8/7/2025 9:00,ARIOUS V,NMFS,SHOCK,HAND,10,NA,gaa-2025-219-001.csv,NA,NA,NA,NA,NA,NA,NA
NA,SA,NA,NA,8/23/1994 9:46,NA,SECESR,NA,93,95,NA,SECESR,522.303.215.059,26,NA,8/23/1994 13:45,NA,ACHORD S,NMFS,SHOCK,HAND,7,NA,SA94235.SE1,1,,2,,W,,8/23/1994 11:29
NA,SA,NA,NA,8/28/1995 9:48,NA,SECESR,NA,94,96,NA,SECESR,522.303.215.059,26,NA,8/28/1995 13:30,NA,ACHORD S,NMFS,SHOCK,HAND,11.5,11.5,SA95240.SE2,1,NA,2,NA,W,NA,8/28/1995 10:32
NA,SA,NA,NA,8/26/1998 9:51,NA,SECESR,NA,97,99,NA,SECESR,522.303.215.059,26,NA,8/26/1998 13:45,NA,ACHORD S,NMFS,SHOCK,HAND,8.5,11.5,SA98238.SE2,NA,NA,NA,NA,NA,NA,8/26/1998 13:14
NA,SA,NA,NA,8/23/1999 8:27,NA,SECESR,NA,98,0,NA,SECESR,522.303.215.059,26,NA,8/23/1999 13:30,NA,ACHORD S,NMFS,SHOCK,HAND,11.5,NA,SA99235.SE2,NA,,NA,,NA,,9/3/1999 12:09
NA,SA,NA,NA,8/24/2000 11:52,NA,SECESR,NA,99,1,NA,SECESR,522.303.215.059,26,NA,8/25/2000 11:00,NA,ACHORD S,NMFS,SHOCK,HAND,12,NA,SA00237.SE3,NA,,NA,,NA,,8/30/2000 9:50
NA,SA,NA,NA,8/25/2000 6:04,NA,SECESR,NA,99,1,NA,SECESR,522.303.215.059,26,NA,8/25/2000 11:00,NA,ACHORD S,NMFS,SHOCK,HAND,9,NA,SA00238.SE1,NA,,NA,,NA,,8/30/2000 10:44
NA,SA,NA,NA,8/25/2000 6:42,NA,SECESR,NA,99,1,NA,SECESR,522.303.215.059,26,NA,8/25/2000 12:30,NA,ACHORD S,NMFS,SHOCK,HAND,9,NA,SA00238.SE2,NA,,NA,,NA,,8/30/2000 9:59
NA,SA,NA,NA,8/25/2000 7:08,NA,SECESR,NA,99,1,NA,SECESR,522.303.215.059,26,NA,8/25/2000 12:30,NA,ACHORD S,NMFS,SHOCK,HAND,9,NA,SA00238.SE3,NA,,NA,,NA,,8/30/2000 10:37
NA,SA,NA,NA,8/24/2001 8:38,NA,SECESR,NA,0,2,NA,SECESR,522.303.215.059,26,NA,8/24/2001 14:30,NA,MCINTYRE K,NMFS,SHOCK,HAND,9,15,SA01236.SE2,NA,,NA,,NA,,8/24/2001 13:04
NA,SA,NA,NA,8/26/2002 5:39,NA,SECESR,NA,1,3,NA,SECESR,522.303.215.059,26,NA,8/27/2002 6:00,NA,ACHORD S,NMFS,SHOCK,HAND,8,11,SA02238.SE1,NA,,NA,,NA,,8/27/2002 6:08
NA,SA,NA,NA,8/26/2002 6:43,NA,SECESR,NA,1,3,NA,SECESR,522.303.215.059,26,NA,8/26/2002 12:00,NA,ACHORD S,NMFS,SHOCK,HAND,8,12,SA02238.SE2,NA,,NA,,NA,,8/26/2002 11:41
NA,SA,NA,NA,8/28/2003 7:24,NA,SECESR,NA,2,4,NA,SECESR,522.303.215.059,26,NA,8/28/2003 11:30,NA,ACHORD S,NMFS,SHOCK,HAND,11,14,SA03240.SE2,NA,,NA,,NA,,8/28/2003 11:00
NA,AAB,NA,NA,8/25/2004 9:07,NA,SECESR,NA,3,5,NA,SECESR,522.303.215.059,26,NA,8/25/2004 12:00,NA,HODGE J,IDFG,SHOCK,HAND,9,9,AAB04238.SE1,NA,,NA,,NA,,8/25/2004 12:36
NA,SA,NA,NA,8/25/2004 6:47,NA,SECESR,NA,3,5,NA,SECESR,522.303.215.059,26,NA,8/26/2004 5:30,NA,HODGE J,NMFS,SHOCK,HAND,9,9,SA04238.SE1,NA,,NA,,NA,,8/26/2004 6:53
NA,SA,NA,NA,8/29/2005 8:11,NA,SECESR,NA,4,6,NA,SECESR,522.303.215.059,26,NA,8/30/2005 5:15,NA,ACHORD S,NMFS,SHOCK,HAND,8,9,SA05241.SE1,NA,,NA,,NA,,8/30/2005 7:26
NA,SA,NA,NA,8/16/2006 8:11,NA,SECESR,NA,5,7,NA,SECESR,522.303.215.059,26,NA,8/17/2006 5:00,NA,ACHORD S,NMFS,SHOCK,HAND,11,12,SA06228.SE1,NA,,NA,,NA,,8/17/2006 6:45
NA,SA,NA,NA,8/27/2008 7:32,NA,SECESR,NA,7,9,NA,SECESR,522.303.215.059,26,NA,8/28/2008 4:15,NA,ACHORD S,NMFS,SHOCK,HAND,9,10,SA08240.SE1,NA,,NA,,NA,,8/27/2008 8:38
NA,SA,NA,NA,8/20/2009 7:45,NA,SECESR,NA,8,10,NA,SECESR,522.303.215.059,26,NA,8/21/2009 5:30,NA,ACHORD S,NMFS,SHOCK,HAND,10,11,SA09232.SE1,NA,,NA,,NA,,8/21/2009 6:23
NA,SA,NA,NA,8/27/2010 8:37,NA,SECESR,NA,9,11,NA,SECESR,522.303.215.059,26,NA,8/27/2010 12:15,NA,ACHORD S,NMFS,SHOCK,HAND,10,13.5,SA10239.SE2,NA,,NA,,NA,,8/27/2010 11:47
NA,SA,NA,NA,8/26/2011 6:32,NA,SECESR,NA,10,12,NA,SECESR,522.303.215.059,26,NA,8/27/2011 6:00,NA,ACHORD S,NMFS,SHOCK,HAND,11,11,SA11238.SE1,NA,,NA,,NA,,8/26/2011 8:11
NA,SA,NA,NA,8/26/2011 8:15,NA,SECESR,NA,10,12,NA,SECESR,522.303.215.059,26,NA,8/26/2011 12:00,NA,ACHORD S,NMFS,SHOCK,HAND,11,14.5,SA11238.SE2,NA,,NA,,NA,,8/26/2011 11:26
NA,SA,NA,NA,8/22/2012 7:12,NA,SECESR,NA,11,13,NA,SECESR,522.303.215.059,26,NA,8/23/2012 5:45,NA,ACHORD S,NMFS,SHOCK,HAND,11,12,SA12235.SE1,NA,,NA,,NA,,8/23/2012 6:33
NA,SA,NA,NA,8/22/2012 8:31,NA,SECESR,NA,11,13,NA,SECESR,522.303.215.059,26,NA,8/22/2012 11:00,NA,ACHORD S,NMFS,SHOCK,HAND,12,14,SA12235.SE2,NA,,NA,,NA,,8/22/2012 10:42
NA,GAA,NA,NA,8/23/2013 7:36,NA,SECESR,NA,12,14,NA,SECESR,522.303.215.059,26,NA,8/24/2013 5:35,NA,AXEL G,NMFS,SHOCK,HAND,12,12.9,GAA13234.SE1,NA,,NA,,NA,,9/5/2013 8:36
NA,GAA,NA,NA,8/23/2013 8:41,NA,SECESR,NA,12,14,NA,SECESR,522.303.215.059,26,NA,8/23/2013 10:50,NA,AXEL G,NMFS,SHOCK,HAND,12,15.2,GAA13235.SE2,NA,,NA,,NA,,9/4/2013 10:10
NA,GAA,NA,NA,8/24/2013 6:22,NA,SECESR,NA,12,14,NA,SECESR,522.303.215.059,26,NA,8/24/2013 10:15,NA,AXEL G,NMFS,SHOCK,HAND,11,13.5,GAA13236.SE1,NA,,NA,,NA,,9/9/2013 14:48
NA,GAA,NA,NA,8/16/2014 7:16,NA,SECESR,NA,13,15,NA,SECESR,522.303.215.059,26,NA,8/17/2014 6:02,NA,AXEL G,NMFS,SHOCK,HAND,10.4,13.6,GAA14228.SE,NA,,NA,,NA,,9/17/2014 9:13
NA,GAA,NA,NA,8/16/2014 8:55,NA,SECESR,NA,13,15,NA,SECESR,522.303.215.059,26,NA,8/16/2014 11:25,NA,AXEL G,NMFS,SHOCK,HAND,10.4,13.6,GAA14228.SE2,NA,,NA,,NA,,9/17/2014 15:37
NA,GAA,NA,NA,8/17/2014 6:32,NA,SECESR,NA,13,15,NA,SECESR,522.303.215.059,26,NA,8/17/2014 11:25,NA,AXEL G,NMFS,SHOCK,HAND,10,12.9,GAA14229.SE3,NA,,NA,,NA,,9/17/2014 15:38
NA,GAA,NA,NA,8/15/2016 7:08,NA,SECESR,NA,,16,NA,SECESR,522.303.215.059,26,NA,8/16/2016 5:30,NA,AXEL G,NMFS,SHOCK,HAND,10.1,NA,GAA16228.SR1,NA,,NA,,NA,,8/31/2016 11:45
NA,GAA,NA,NA,8/15/2016 7:08,NA,SECESR,NA,,16,NA,SECESR,522.303.215.059,26,NA,8/15/2016 11:00,NA,AXEL G,NMFS,SHOCK,HAND,10.1,NA,GAA16228.SR2,NA,,NA,,NA,,8/31/2016 11:42
NA,GAA,NA,NA,8/16/2016 6:34,NA,SECESR,NA,,17,NA,SECESR,522.303.215.059,26,NA,8/16/2016 9:15,NA,AXEL G,NMFS,SHOCK,HAND,10,NA,GAA16229.SR3,NA,,NA,,NA,,8/31/2016 11:41
GAA-2017-223-001,GAA,24HR HOLD,NA,8/11/2017 8:00,8/11/2017 7:00,SECESR,Juvenile,NA,2018,NA,SECESR,522.303.215.059,26,8.5,8/12/2017 5:45,8/12/2017 4:45,ARIOUS V,NMFS,SHOCK,HAND,9.4,NA,gaa-2017-223-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2017-223-002,GAA,Secesh River day 1,NA,8/11/2017 8:00,8/11/2017 7:00,SECESR,Juvenile,NA,2018,NA,SECESR,522.303.215.059,26,8.5,8/12/2017 5:45,8/12/2017 4:45,ARIOUS V,NMFS,SHOCK,HAND,9.4,NA,gaa-2017-223-002.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2017-224-001,GAA,Day2,NA,8/12/2017 8:00,8/12/2017 7:00,SECESR,Juvenile,NA,2018,NA,SECESR,522.303.215.059,26,9,8/12/2017 8:25,8/12/2017 7:25,ARIOUS V,NMFS,SHOCK,HAND,8.5,NA,gaa-2017-224-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2018-227-001,GAA,Secesh River 24 hr hold,NA,8/15/2018 8:00,8/15/2018 7:00,SECESR,Juvenile,NA,2018,NA,SECESR,522.303.215.059,26,10,8/16/2018 6:30,8/16/2018 5:30,ARIOUS V,NMFS,SHOCK,HAND,9,NA,gaa-2018-227-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2018-227-002,GAA,Secesh River day 1,NA,8/15/2018 8:00,8/15/2018 7:00,SECESR,Juvenile,NA,2018,NA,SECESR,522.303.215.059,26,12,8/15/2018 11:30,8/15/2018 10:30,ARIOUS V,NMFS,SHOCK,HAND,9,NA,gaa-2018-227-002.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2018-228-001,GAA,Secesh River day 2,NA,8/16/2018 8:00,8/16/2018 7:00,SECESR,Juvenile,NA,2018,NA,SECESR,522.303.215.059,26,12,8/16/2018 12:00,8/16/2018 11:00,ARIOUS V,NMFS,SHOCK,HAND,10,NA,gaa-2018-228-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2019-226-001,GAA,SECESR,NA,8/14/2019 8:00,8/14/2019 7:00,SECESR,Juvenile,NA,2020,NA,SECESR,522.303.215.059,26,14,8/14/2019 13:00,8/14/2019 12:00,ARIOUS V,NMFS,SHOCK,HAND,9,NA,gaa-2019-226-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2021-225-001,GAA,Day1,NA,8/13/2021 8:00,8/13/2021 7:00,SECESR,Juvenile,NA,2022,NA,SECESR,522.303.215.059,26,14,8/13/2021 10:00,8/13/2021 9:00,ARIOUS V,NMFS,SHOCK,HAND,11,NA,gaa-2021-225-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2023-209-001,GAA,Day 1,NA,7/28/2023 8:00,7/28/2023 7:00,SECESR,Juvenile,NA,2024,NA,SECESR,522.303.215.059,26,15.5,7/28/2023 13:20,7/28/2023 12:20,ARIOUS V,NMFS,SHOCK,HAND,11,NA,gaa-2023-209-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2025-219-002,GAA,Secesh 24hr Hold,NA,8/7/2025 8:00,8/7/2025 7:00,SECESR,Juvenile,NA,2026,NA,SECESR,522.303.215.059,26,7,8/8/2025 7:15,8/8/2025 6:15,ARIOUS V,NMFS,SHOCK,HAND,10,NA,gaa-2025-219-002.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2025-219-003,GAA,Secesh Day1,NA,8/7/2025 10:00,8/7/2025 9:00,SECESR,Juvenile,NA,2026,NA,SECESR,522.303.215.059,26,12,8/7/2025 14:00,8/7/2025 13:00,ARIOUS V,NMFS,SHOCK,HAND,10,NA,gaa-2025-219-003.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2025-220-001,GAA,Secesh Day2,NA,8/8/2025 8:00,8/8/2025 7:00,SECESR,Juvenile,NA,2026,NA,SECESR,522.303.215.059,26,9,8/8/2025 10:00,8/8/2025 9:00,ARIOUS V,NMFS,SHOCK,HAND,12,NA,gaa-2025-220-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2025-220-002,GAA,Secesh Sculpin,NA,8/8/2025 10:00,8/8/2025 9:00,SECESR,Adult,NA,2026,NA,SECESR,522.303.215.059,26,12,8/7/2025 14:00,8/7/2025 13:00,ARIOUS V,NMFS,SHOCK,NONE,9,NA,gaa-2025-220-002.csv,NA,NA,NA,NA,NA,NA,NA
NA,SA,NA,NA,8/23/1994 11:29,NA,SECESR,NA,93,95,NA,SECESR,522.303.215.059,27,NA,8/23/1994 14:45,NA,ACHORD S,NMFS,SHOCK,HAND,10,NA,SA94235.SE2,1,,2,,W,,8/23/1994 14:43
NA,SA,NA,NA,8/29/1995 7:13,NA,SECESR,NA,94,96,NA,SECESR,522.303.215.059,27,NA,8/29/1995 12:00,NA,ACHORD S,NMFS,SHOCK,HAND,8,10,SA95241.SE1,1,NA,2,NA,W,NA,8/29/1995 8:49
NA,SA,NA,NA,8/27/1998 8:34,NA,SECESR,NA,97,99,NA,SECESR,522.303.215.059,27,NA,8/27/1998 12:00,NA,ACHORD S,NMFS,SHOCK,HAND,8,9.5,SA98239.SE1,NA,NA,NA,NA,NA,NA,8/27/1998 11:33
NA,SA,NA,NA,8/24/1999 6:55,NA,SECESR,NA,98,0,NA,SECESR,522.303.215.059,27,NA,8/24/1999 13:30,NA,ACHORD S,NMFS,SHOCK,HAND,11.5,NA,SA99236.SE1,NA,,NA,,NA,,9/3/1999 12:13
NA,AAB,NA,NA,8/24/2001 10:01,NA,SECESR,NA,0,2,NA,SECESR,522.303.215.059,27,NA,8/25/2001 10:00,NA,MCINTYRE K,IDFG,SHOCK,HAND,10,11,AAB01236.SE1,NA,,NA,,NA,,8/24/2001 13:09
NA,AAB,NA,NA,8/25/2001 11:46,NA,SECESR,NA,0,2,NA,SECESR,522.303.215.059,27,NA,8/25/2001 13:00,NA,MCINTYRE K,IDFG,SHOCK,HAND,13,13,AAB01237.SE1,NA,,NA,,NA,,8/25/2001 12:01
NA,SA,NA,NA,8/25/2001 7:14,NA,SECESR,NA,0,2,NA,SECESR,522.303.215.059,27,NA,8/25/2001 12:50,NA,MCINTYRE K,NMFS,SHOCK,HAND,8,13,SA01237.SE1,NA,,NA,,NA,,8/25/2001 11:45
NA,SA,NA,NA,8/27/2002 6:08,NA,SECESR,NA,1,3,NA,SECESR,522.303.215.059,27,NA,8/27/2002 8:00,NA,ACHORD S,NMFS,SHOCK,HAND,9,9,SA02239.SE1,NA,,NA,,NA,,8/27/2002 7:57
NA,AAB,NA,NA,8/26/2004 7:43,NA,SECESR,NA,3,5,NA,SECESR,522.303.215.059,27,NA,8/26/2004 12:00,NA,HODGE J,IDFG,SHOCK,HAND,8,10,AAB04239.SE1,NA,,NA,,NA,,8/26/2004 12:43
NA,SA,NA,NA,8/25/2004 9:53,NA,SECESR,NA,3,5,NA,SECESR,522.303.215.059,27,NA,8/25/2004 12:00,NA,HODGE J,NMFS,SHOCK,HAND,9,9,SA04238.SE2,NA,,NA,,NA,,8/25/2004 12:58
NA,SA,NA,NA,8/26/2004 6:47,NA,SECESR,NA,3,5,NA,SECESR,522.303.215.059,27,NA,8/26/2004 12:00,NA,HODGE J,NMFS,SHOCK,HAND,8,10,SA04239.SE1,NA,,NA,,NA,,8/26/2004 13:00
NA,AAB,NA,NA,8/29/2005 8:33,NA,SECESR,NA,4,6,NA,SECESR,522.303.215.059,27,NA,8/29/2005 11:00,NA,ACHORD S,IDFG,SHOCK,HAND,8,10,AAB05241.SE1,NA,,NA,,NA,,8/29/2005 12:50
NA,AAB,NA,NA,8/30/2005 8:05,NA,SECESR,NA,4,6,NA,SECESR,522.303.215.059,27,NA,8/30/2005 9:00,NA,ACHORD S,IDFG,SHOCK,HAND,9,9.5,AAB05242.SE1,NA,,NA,,NA,,8/30/2005 11:06
NA,SA,NA,NA,8/29/2005 9:34,NA,SECESR,NA,4,6,NA,SECESR,522.303.215.059,27,NA,8/29/2005 11:00,NA,ACHORD S,NMFS,SHOCK,HAND,9,10,SA05241.SE2,NA,,NA,,NA,,8/29/2005 12:58
NA,SA,NA,NA,8/30/2005 7:27,NA,SECESR,NA,4,6,NA,SECESR,522.303.215.059,27,NA,8/30/2005 9:00,NA,ACHORD S,NMFS,SHOCK,HAND,9,9.5,SA05242.SE1,NA,,NA,,NA,,8/30/2005 11:01
NA,SA,NA,NA,8/16/2006 9:33,NA,SECESR,NA,5,7,NA,SECESR,522.303.215.059,27,NA,8/17/2006 5:30,NA,ACHORD S,NMFS,SHOCK,HAND,12,15,SA06228.SE2,NA,,NA,,NA,,8/16/2006 13:15
NA,SA,NA,NA,8/17/2006 6:45,NA,SECESR,NA,5,7,NA,SECESR,522.303.215.059,27,NA,8/17/2006 9:00,NA,ACHORD S,NMFS,SHOCK,HAND,9.5,11,SA06229.SE1,NA,,NA,,NA,,8/17/2006 9:32
NA,SA,NA,NA,8/27/2008 8:38,NA,SECESR,NA,7,9,NA,SECESR,522.303.215.059,27,NA,8/27/2008 11:00,NA,ACHORD S,NMFS,SHOCK,HAND,10,10,SA08240.SE2,NA,,NA,,NA,,8/27/2008 12:00
NA,SA,NA,NA,8/21/2009 6:27,NA,SECESR,NA,8,10,NA,SECESR,522.303.215.059,27,NA,8/21/2009 10:30,NA,ACHORD S,NMFS,SHOCK,HAND,11.2,14,SA09233.SE1,NA,,NA,,NA,,8/21/2009 10:09
NA,SA,NA,NA,8/28/2010 6:12,NA,SECESR,NA,9,11,NA,SECESR,522.303.215.059,27,NA,8/28/2010 9:40,NA,ACHORD S,NMFS,SHOCK,HAND,9.5,10,SA10240.SE1,NA,,NA,,NA,,8/28/2010 9:19
NA,SA,NA,NA,8/27/2011 5:52,NA,SECESR,NA,10,12,NA,SECESR,522.303.215.059,27,NA,8/27/2011 12:15,NA,ACHORD S,NMFS,SHOCK,HAND,11,14.5,SA11239.SE1,NA,,NA,,NA,,8/27/2011 11:58
NA,SA,NA,NA,8/23/2012 6:45,NA,SECESR,NA,11,13,NA,SECESR,522.303.215.059,27,NA,8/23/2012 11:30,NA,ACHORD S,NMFS,SHOCK,HAND,10,14,SA12236.SE1,NA,,NA,,NA,,8/23/2012 11:05
NA,SA,NA,NA,8/27/1996 10:41,NA,SECESR,NA,95,97,NA,SECESR,522.303.215.059,28,NA,8/27/1996 14:00,NA,EPPARD B,NMFS,SHOCK,HAND,11.5,11.5,SA96240.SE1,NA,NA,NA,NA,NA,NA,8/27/1996 12:10
NA,SA,NA,NA,8/13/1997 7:34,NA,SECESR,NA,96,98,NA,SECESR,522.303.215.059,28,NA,8/13/1997 14:30,NA,MCINTYRE K,NMFS,SHOCK,HAND,9,12,SA97225.SE1,NA,NA,NA,NA,NA,NA,8/13/1997 12:37
NA,SA,NA,NA,8/29/2003 5:53,NA,SECESR,NA,2,4,NA,SECESR,522.303.215.059,28,NA,8/29/2003 12:15,NA,ACHORD S,NMFS,SHOCK,HAND,9.5,14.5,SA03241.SE1,NA,,NA,,NA,,8/29/2003 12:07
NA,SA,NA,NA,8/28/1996 9:13,NA,SECESR,NA,95,97,NA,SECESR,522.303.215.059,37,NA,8/28/1996 13:00,NA,EPPARD B,NMFS,SHOCK,HAND,9.5,10.5,SA96241.SE1,NA,NA,NA,NA,NA,NA,8/28/1996 11:31
